ID,name,description,category_name,picture
3f0128db01b094add5e9e417f2256750,De Dietrich DHV7962G,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь / серый; Высота (см): 55.7.,Вытяжки,3f0128db01b094add5e9e417f2256750.jpeg
a135d29fef0d1581c1e3ca02ec7226c6,De Dietrich DHV7962X,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь / черный; Высота (см): 55.7.,Вытяжки,a135d29fef0d1581c1e3ca02ec7226c6.jpeg
dba8bcc577fa4539ee530333425be809,De Dietrich DHB7963X,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь / черный; Высота (см): 65.,Вытяжки,dba8bcc577fa4539ee530333425be809.jpeg
8fbe7af21001d60d9761481b7d2497bc,De Dietrich DHB7232X,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь; Высота (см): 65.,Вытяжки,8fbe7af21001d60d9761481b7d2497bc.jpeg
2b97231ef9a23cd00c69ca14f0977a0e,De Dietrich DHB7952X,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь / черный; Высота (см): 65.,Вытяжки,2b97231ef9a23cd00c69ca14f0977a0e.jpeg
d2dee4781bb001e8a3430aad6547bfd1,De Dietrich DHB7952W,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь / белый; Высота (см): 65.,Вытяжки,d2dee4781bb001e8a3430aad6547bfd1.jpeg
5b95071c7b679813d9da76742494ebd0,De Dietrich DHB7952G,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь / серый; Высота (см): 65.,Вытяжки,5b95071c7b679813d9da76742494ebd0.jpeg
1ddbbcaca68c7cb200ae33d5d7cd3bd0,De Dietrich DHB7931X,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь; Высота (см): 65.,Вытяжки,1ddbbcaca68c7cb200ae33d5d7cd3bd0.jpeg
6e49c820d5a4df9c15ba396bd41f1bbf,De Dietrich DHB7939X,Вид: островная; Стиль: современный; Цвет: нержавеющая сталь; Высота (см): 83.,Вытяжки,6e49c820d5a4df9c15ba396bd41f1bbf.jpeg
50cdee1bab6927be22dfc07a11c7922e,De Dietrich DHR7941W,Вид: настенная; Стиль: современный; Цвет: белый; Высота (см): 66.5.,Вытяжки,50cdee1bab6927be22dfc07a11c7922e.jpeg
5a711fcd431b4cd6aebd4768c1200282,De Dietrich DHR7941B,Вид: настенная; Стиль: современный; Цвет: черный; Высота (см): 66.5.,Вытяжки,5a711fcd431b4cd6aebd4768c1200282.jpeg
b3a49f3a3a9ca3d20ec8973f9f7471a9,De Dietrich DHR7941X,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь; Высота (см): 66.5.,Вытяжки,b3a49f3a3a9ca3d20ec8973f9f7471a9.jpeg
c21d0ac2e39b1fe7be2ba70543143d85,De Dietrich DHP7912X,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь; Высота (см): 65.,Вытяжки,c21d0ac2e39b1fe7be2ba70543143d85.jpeg
fff2b8798b6b0dd079d322307fec6e91,De Dietrich DHP7612X,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь; Высота (см): 65.,Вытяжки,fff2b8798b6b0dd079d322307fec6e91.jpeg
1c04534fcfca47477cbf801679f6a49e,De Dietrich DHD6901B,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь / черный; Высота (см): 55.,Вытяжки,1c04534fcfca47477cbf801679f6a49e.jpeg
2f182e32e8a1018a15d226e8580a9240,De Dietrich DHT1119X,Вид: встраиваемая; Тип встраивания: в шкаф; Стиль: современный; Цвет: нержавеющая сталь.,Вытяжки,2f182e32e8a1018a15d226e8580a9240.jpeg
5e2bb61f4098f621c06146c19ddc8a6a,De Dietrich DHL7173X,Вид: встраиваемая; Тип встраивания: в потолок; Стиль: современный; Цвет: нержавеющая сталь.,Вытяжки,5e2bb61f4098f621c06146c19ddc8a6a.jpeg
7851947036899f9a5fb9956cf0b416f5,De Dietrich DHD7561B,Вид: встраиваемая; Тип встраивания: в столешницу; Стиль: современный; Цвет: черный.,Вытяжки,7851947036899f9a5fb9956cf0b416f5.jpeg
a51bf672c15738040899724fcfd844e2,De Dietrich DHD7261B,Вид: встраиваемая; Тип встраивания: в столешницу; Стиль: современный; Цвет: нержавеющая сталь / черный.,Вытяжки,a51bf672c15738040899724fcfd844e2.jpeg
1b8f76ccb542ce56efd0e67580b57b56,De Dietrich DHD7961B,Вид: встраиваемая; Тип встраивания: в столешницу; Стиль: современный; Цвет: нержавеющая сталь / черный.,Вытяжки,1b8f76ccb542ce56efd0e67580b57b56.jpeg
6b3c2c13cab7b2f4a049c1568ffc19ff,Gorenje Plus GHV63B,Вид: настенная; Стиль: современный; Цвет: нержавеющая сталь / черный; Высота (см): 45.,Вытяжки,6b3c2c13cab7b2f4a049c1568ffc19ff.jpeg
d3ab530d64f994da5025b1dce8a5844a,Gorenje DK 63 CLB,Вид:  каминная  ; Стиль: ретро; Коллекция: classico; Цвет: черный.,Вытяжки,d3ab530d64f994da5025b1dce8a5844a.jpeg
